id,major_code,sort,category,name,parent_id
754,080906,材料类,水利类,水利水电工程,748
755,080951,材料类,水利类,水资源与水文,748
756,080952,材料类,水利类,水利工程,748
757,080953,材料类,水利类,水电站动力设备,748
758,080954,材料类,水利类,排灌站机电设备,748
759,080955,材料类,水利类,水利工程运行与维护,748
760,080956,材料类,水利类,港口水工建设,748
761,080957,材料类,水利类,航道工程,748
762,080999,材料类,水利类,水利类其他专业,748
763,0810,材料类,测绘类,,508
764,081001,材料类,测绘类,大地测量,763
765,081002,材料类,测绘类,测量工程,763
766,081003,材料类,测绘类,摄影测量与遥感,763
767,081004,材料类,测绘类,地图学,763
768,081005,材料类,测绘类,地理信息系统与地图,763
769,081051,材料类,测绘类,工程测量,763
770,081052,材料类,测绘类,航空摄影测量,763
771,081053,材料类,测绘类,地图制图,763
772,081054,材料类,测绘类,地籍测量与土地管理,763
773,081099,材料类,测绘类,测绘类其他专业,763
774,0811,材料类,环境类,,508
775,081101,材料类,环境类,环境工程,774
776,081102,材料类,环境类,环境监测,774
777,081103,材料类,环境类,环境规划与管理,774
778,081151,材料类,环境类,环境治理工程,774
779,081152,材料类,环境类,环境保护,774
780,081199,材料类,环境类,环境类其他专业,774
781,0812,材料类,化工与制药类,,508
782,081201,材料类,化工与制药类,化学工程,781
783,081202,材料类,化工与制药类,化工工艺,781
784,801203,材料类,化工与制药类,高分子工艺,781
785,081204,材料类,化工与制药类,精细化工,781
786,081205,材料类,化工与制药类,生物化工,781
787,081206,材料类,化工与制药类,工业分析,781
788,081207,材料类,化工与制药类,电化学工程,781
789,081208,材料类,化工与制药类,工业催化,781
790,081209,材料类,化工与制药类,化学制药,781
791,081210,材料类,化工与制药类,生物制药,781
792,081211,材料类,化工与制药类,微生物制药,781
793,081212,材料类,化工与制药类,药物制剂,781
794,081213,材料类,化工与制药类,中药制药,781
795,081214,材料类,化工与制药类,化学工程与工艺,781
796,081215,材料类,化工与制药类,高分子材料及化工,781
797,081216,材料类,化工与制药类,生物化学工程,781
798,081251,材料类,化工与制药类,无机化工工艺,781
799,081252,材料类,化工与制药类,有机化工工艺,781
800,081253,材料类,化工与制药类,高分子化工工艺,781
801,081254,材料类,化工与制药类,煤化工工艺,781
802,081255,材料类,化工与制药类,石油化工工艺,781
803,081256,材料类,化工与制药类,核化工工艺,781
804,081257,材料类,化工与制药类,精细化工工艺,781
805,081258,材料类,化工与制药类,工业分析技术,781
806,081259,材料类,化工与制药类,电厂燃料及工质分析,781
807,081260,材料类,化工与制药类,电镀工艺,781
808,081261,材料类,化工与制药类,化学制药工艺,781
809,081262,材料类,化工与制药类,微生物制药工艺,781
810,081263,材料类,化工与制药类,药物制剂工艺,781
811,081264,材料类,化工与制药类,中药制药工艺,781
812,081265,材料类,化工与制药类,生化制药工艺,781
813,081299,材料类,化工与制药类,化工与制药类其他专业,781
814,0813,材料类,轻工粮食食品类,,508
815,081301,材料类,轻工粮食食品类,制糖工程,814
816,081302,材料类,轻工粮食食品类,皮革工程,814
817,081303,材料类,轻工粮食食品类,制浆造纸工程,814
818,081304,材料类,轻工粮食食品类,印刷工程,814
819,081305,材料类,轻工粮食食品类,粮食工程,814
820,081306,材料类,轻工粮食食品类,油脂工程,814
821,081307,材料类,轻工粮食食品类,食品科学与工程,814
822,081308,材料类,轻工粮食食品类,发酵工程,814
823,081309,材料类,轻工粮食食品类,包装工程,814
824,081310,材料类,轻工粮食食品类,烟草工程,814
825,081311,材料类,轻工粮食食品类,食品卫生与检验,814
826,081312,材料类,轻工粮食食品类,棉花加工与检验,814
827,081313,材料类,轻工粮食食品类,粮油储藏,814
828,081351,材料类,轻工粮食食品类,制糖工艺,814
829,081352,材料类,轻工粮食食品类,制浆造纸工艺,814
830,081353,材料类,轻工粮食食品类,皮革工艺,814
831,081354,材料类,轻工粮食食品类,皮革制品,814
832,081355,材料类,轻工粮食食品类,烟草工艺,814
833,081356,材料类,轻工粮食食品类,香料香精工艺,814
834,081357,材料类,轻工粮食食品类,制盐工艺,814
835,081358,材料类,轻工粮食食品类,玩具设计与制造,814
836,081359,材料类,轻工粮食食品类,家具设计与制造,814
837,081360,材料类,轻工粮食食品类,粮食加工,814
838,081361,材料类,轻工粮食食品类,饲料加工,814
839,081362,材料类,轻工粮食食品类,油脂加工工艺,814
840,081363,材料类,轻工粮食食品类,食品工艺,814
841,081364,材料类,轻工粮食食品类,乳品工艺,814
842,081365,材料类,轻工粮食食品类,发酵工艺,814
843,081366,材料类,轻工粮食食品类,食品检验,814
844,081367,材料类,轻工粮食食品类,包装技术,814
845,081399,材料类,轻工粮食食品类,轻工粮食食品类其他专业,814
846,0814,材料类,农业工程类,,508
847,081401,材料类,农业工程类,农业机械化,846
848,081402,材料类,农业工程类,农业建筑与环境工程,846
849,081403,材料类,农业工程类,农业电气化自动化,846
850,081404,材料类,农业工程类,农业水利工程,846
851,081405,材料类,农业工程类,土地规划与利用,846
852,081406,材料类,农业工程类,农村能源开发与利用,846
853,081407,材料类,农业工程类,农产品贮运与加工,846
854,081408,材料类,农业工程类,水产品贮藏与加工,846
855,081409,材料类,农业工程类,冷冻冷藏工程,846
856,081451,材料类,农业工程类,农业生产资料监测与经营,846
857,081452,材料类,农业工程类,农畜产品储运与加工,846
858,081453,材料类,农业工程类,农村机电工程,846
859,081454,材料类,农业工程类,农村建筑,846
860,081499,材料类,农业工程类,农业工程类其他专业,846
861,0815,材料类,林业工程类,,508
862,081501,材料类,林业工程类,森林工程,861
863,081502,材料类,林业工程类,林业与木工机械,861
864,081503,材料类,林业工程类,木材加工,861
865,081504,材料类,林业工程类,林产化工,861
866,081505,材料类,林业工程类,室内与家具设计,861
867,081599,材料类,林业工程类,林业工程类其他专业,861
868,0816,材料类,纺织类,,508
869,081601,材料类,纺织类,纺织工程,868
870,081602,材料类,纺织类,丝绸工程,868
871,081603,材料类,纺织类,针织工程,868
872,081604,材料类,纺织类,染整工程,868
873,081605,材料类,纺织类,纺织材料及纺织品设计,868
874,081606,材料类,纺织类,服装,868
875,081651,材料类,纺织类,纺织工艺,868
876,081652,材料类,纺织类,纺纱工艺,868
877,081653,材料类,纺织类,机织工艺,868
878,081654,材料类,纺织类,制丝工艺,868
879,081655,材料类,纺织类,丝织工艺,868
880,081656,材料类,纺织类,针织工艺,868
881,081657,材料类,纺织类,染整工艺,868
882,081658,材料类,纺织类,化纤工艺,868
883,081659,材料类,纺织类,纺织品设计,868
884,081660,材料类,纺织类,服装工艺,868
885,081699,材料类,纺织类,纺织类其他专业,868
886,0817,材料类,交通运输类,,508
887,081701,材料类,交通运输类,交通运输,886
888,081702,材料类,交通运输类,载运工具运用工具,886
889,081703,材料类,交通运输类,交通工程,886
890,081704,材料类,交通运输类,海洋船舶驾驶,886
891,081705,材料类,交通运输类,轮机管理,886
892,081706,材料类,交通运输类,飞机驾驶,886
893,081707,材料类,交通运输类,石油天然气储运工程,886
894,081708,材料类,交通运输类,总图设计与运输工程,886
895,081751,材料类,交通运输类,内河船舶驾驶,886
896,081752,材料类,交通运输类,船舶电气管理,886
897,081753,材料类,交通运输类,船舶通信与导航,886
898,081754,材料类,交通运输类,船舶管事,886
899,081755,材料类,交通运输类,航政管理,886
900,081756,材料类,交通运输类,铁道运输,886
901,081757,材料类,交通运输类,铁道信号,886
902,081758,材料类,交通运输类,汽车运用技术,886
903,081759,材料类,交通运输类,通用航空飞机驾驶,886
904,081760,材料类,交通运输类,直升机驾驶,886
905,081761,材料类,交通运输类,民航运输,886
906,081762,材料类,交通运输类,航行管制,886
907,081763,材料类,交通运输类,管道运输,886
908,081799,材料类,交通运输类,交通运输类其他专业,886
909,0818,材料类,航空航天类,,508
910,081801,材料类,航空航天类,航空飞行器设计,909
911,081802,材料类,航空航天类,空间飞行器设计,909
912,081803,材料类,航空航天类,飞行器强度与实验技术,909
913,081804,材料类,航空航天类,飞行器动力工程,909
914,081805,材料类,航空航天类,飞行器制造工程,909
915,081806,材料类,航空航天类,飞行器制导与控制,909
916,081807,材料类,航空航天类,火箭导弹发射技术与设备,909
917,081808,材料类,航空航天类,飞行器环境控制与安全救生,909
918,081851,材料类,航空航天类,火箭导弹发射设备制造工程,909
919,081852,材料类,航空航天类,火箭发动机制造工程,909
920,081853,材料类,航空航天类,航天器环境试验工程,909
921,081899,材料类,航空航天类,航空航天类其他专业,909
922,0819,材料类,兵器类,,508
923,081901,材料类,兵器类,火炮与自动武器,922
924,081902,材料类,兵器类,火箭武器,922
925,081903,材料类,兵器类,弹药工程,922
926,081904,材料类,兵器类,弹道工程,922
927,081905,材料类,兵器类,鱼雷水雷工程,922
928,081906,材料类,兵器类,火控与指挥系统工程,922
929,081907,材料类,兵器类,火炸药,922
930,081908,材料类,兵器类,引信技术,922
931,081909,材料类,兵器类,爆炸技术及应用,922
932,081910,材料类,兵器类,火工与烟火技术,922
933,081911,材料类,兵器类,军用车辆工程,922
934,081951,材料类,兵器类,军工测试技术与军用,922
935,081952,材料类,兵器类,夜视仪器制造与检测,922
936,081953,材料类,兵器类,光电与光学检测技术,922
937,081954,材料类,兵器类,火药制造工程,922
938,081955,材料类,兵器类,炸药制药工程,922
939,081956,材料类,兵器类,火炮与自动武器制造工程,922
940,081957,材料类,兵器类,弹药装药技术,922
941,081958,材料类,兵器类,引信设计与制造,922
942,081999,材料类,兵器类,兵器类其他专业,922
943,0820,材料类,公安技术类,,508
944,082001,材料类,公安技术类,防火工程,943
945,082002,材料类,公安技术类,灭火技术,943
946,082003,材料类,公安技术类,火灾原因技术鉴定,943
947,082004,材料类,公安技术类,道路交通管理工程,943
948,082005,材料类,公安技术类,道路交通事故防治工程,943
949,082006,材料类,公安技术类,痕迹检验,943
950,082007,材料类,公安技术类,文件鉴定,943
951,082008,材料类,公安技术类,法化学,943
952,082009,材料类,公安技术类,公共安全图像技术,943
953,082051,材料类,公安技术类,刑事技术,943
954,082052,材料类,公安技术类,公安信息管理,943
955,082053,材料类,公安技术类,灭火指挥,943
956,082054,材料类,公安技术类,防火管理,943
957,082099,材料类,公安技术类,公安技术类其他专业,943
958,0821,材料类,工程力学类,,508
959,082101,材料类,工程力学类,工程力学,958
960,082102,材料类,工程力学类,空气动力学与飞行力学,958
961,082199,材料类,工程力学类,工程力学类其他专业,958
962,0822,材料类,管理工程类,,508
963,082201,材料类,管理工程类,管理工程,962
964,082202,材料类,管理工程类,技术经济,962
965,082203,材料类,管理工程类,管理信息系统,962
966,082204,材料类,管理工程类,工业外贸,962
967,082205,材料类,管理工程类,系统工程,962
968,082206,材料类,管理工程类,安全工程,962
969,082207,材料类,管理工程类,工业工程,962
970,082208,材料类,管理工程类,涉外建筑工程营造与管理,962
971,082209,材料类,管理工程类,宾馆管理,962
972,082210,材料类,管理工程类,国际工程管理,962
973,082211,材料类,管理工程类,邮政通信管理,962
974,082251,材料类,管理工程类,工业企业管理,962
975,082252,材料类,管理工程类,工业企业生产管理,962
976,082253,材料类,管理工程类,工业企业设备管理,962
977,082254,材料类,管理工程类,工业企业物资管理,962
978,082255,材料类,管理工程类,工业企业质量管理,962
979,082256,材料类,管理工程类,工业企业经营管理,962
980,082257,材料类,管理工程类,科技情报管理,962
981,082258,材料类,管理工程类,安全技术管理,962
982,082259,材料类,管理工程类,交通运输管理,962
983,082260,材料类,管理工程类,邮电企业管理,962
984,082261,材料类,管理工程类,工程造价管理,962
985,082262,材料类,管理工程类,交通管理,962
986,082299,材料类,管理工程类,管理工程类其他专业,962
987,09,农学,,,
988,0901,农学,植物生产类,,987
989,090101,农学,植物生产类,农学,988
990,090102,农学,植物生产类,热带植物,988
991,090103,农学,植物生产类,园艺,988
992,090104,农学,植物生产类,果树,988
993,090105,农学,植物生产类,蔬菜,988
994,090106,农学,植物生产类,观赏园艺,988
995,090107,农学,植物生产类,植物保护,988
996,090108,农学,植物生产类,土壤与农业化学,988
997,090109,农学,植物生产类,药用植物,988
998,090110,农学,植物生产类,茶学,988
999,090111,农学,植物生产类,草学,988
1000,090112,农学,植物生产类,烟草,988
1001,090151,农学,植物生产类,种子,988
1002,090152,农学,植物生产类,竹学,988
1003,090199,农学,植物生产类,植物生产类其他专业,988
1004,0902,农学,森林资源学,,987
1005,090201,农学,森林资源学,林学,1004
1006,090202,农学,森林资源学,森林保护,1004
1007,090203,农学,森林资源学,经济林,1004
1008,090204,农学,森林资源学,野生植物资源开发与利用,1004
1009,090205,农学,森林资源学,野生动物保护与利用,1004
1010,090206,农学,森林资源学,森林旅游,1004
1011,090251,农学,森林资源学,橡胶,1004
1012,090252,农学,森林资源学,林政资源管理,1004
1013,090299,农学,森林资源学,森林资源类其他专业,1004
1014,0903,农学,环境保护类,,987
1015,090301,农学,环境保护类,园林,1014
1016,090302,农学,环境保护类,风景园林,1014
1017,090303,农学,环境保护类,水土保持,1014
1018,090304,农学,环境保护类,沙漠治理,1014
1019,090305,农学,环境保护类,农业环境保护,1014
1020,090399,农学,环境保护类,环境保护类其他专业,1014
1021,0904,农学,动物生产与兽医类,,987
1022,090401,农学,动物生产与兽医类,畜牧兽医,1021
1023,090402,农学,动物生产与兽医类,畜牧,1021
1024,090403,农学,动物生产与兽医类,实验动物,1021
1025,090404,农学,动物生产与兽医类,蚕学,1021
1026,090405,农学,动物生产与兽医类,蜂学,1021
1027,090406,农学,动物生产与兽医类,动物营养与饲料加工,1021
1028,090407,农学,动物生产与兽医类,兽医,1021
1029,090408,农学,动物生产与兽医类,中兽医,1021
1030,090409,农学,动物生产与兽医类,动物药学,1021
1031,090451,农学,动物生产与兽医类,动物医学,1021
1032,090452,农学,动物生产与兽医类,特种经济动物养殖,1021
1033,090453,农学,动物生产与兽医类,养禽与禽病防治,1021
1034,090454,农学,动物生产与兽医类,动物卫生检验,1021
1035,090455,农学,动物生产与兽医类,动植物检疫,1021
1036,090499,农学,动物生产与兽医类,动物生产与兽医类其他专业,1021
1037,0905,农学,水产类,,987
1038,090501,农学,水产类,淡水渔业,1037
1039,090502,农学,水产类,海水养殖,1037
1040,090503,农学,水产类,海洋渔业,1037
1041,090551,农学,水产类,特种水产养殖,1037
1042,090552,农学,水产类,水产养殖与病害防治,1037
1043,090553,农学,水产类,海洋捕捞,1037
1044,090554,农学,水产类,水域环境保护,1037
1045,090599,农学,水产类,水产类其他专业,1037
1046,0906,农学,管理类,,987
1047,090601,农学,管理类,农业经济管理,1046
1048,090602,农学,管理类,林业经济管理,1046
1049,090603,农学,管理类,渔业经济管理,1046
1050,090604,农学,管理类,渔业资源与渔政管理,1046
1051,090605,农学,管理类,自然保护区资源管理,1046
1052,090606,农学,管理类,林业信息管理,1046
1053,090651,农学,管理类,乡镇企业管理,1046
1054,090652,农学,管理类,多种经营,1046
1055,090699,农学,管理类,管理类其他专业,1046
1056,0907,农学,农业推广类,,987
1057,090701,农学,农业推广类,农业推广,1056
1058,090799,农学,农业推广类,农业推广类其他专业,1056
1059,10,医学,,,
1060,1001,医学,基础医学类,,1059
1061,100101,医学,基础医学类,基础医学,1060
1062,100199,医学,基础医学类,基础医学类其他专业,1060
1063,1002,医学,预防医学类,,1059
1064,100201,医学,预防医学类,预防医学,1063
1065,100202,医学,预防医学类,环境医学,1063
1066,100203,医学,预防医学类,卫生检验,1063
1067,100204,医学,预防医学类,营养与食品卫生,1063
1068,100205,医学,预防医学类,妇幼卫生,1063
1069,100251,医学,预防医学类,医学营养,1063
1070,100299,医学,预防医学类,预防医学类其他专业,1063
1071,1003,医学,临床医学与预防医学类,,1059
1072,100301,医学,临床医学与预防医学类,临床医学,1071
1073,100302,医学,临床医学与预防医学类,儿科医学,1071
1074,100303,医学,临床医学与预防医学类,精神病学与精神卫生,1071
1075,100304,医学,临床医学与预防医学类,放射医学,1071
1076,100305,医学,临床医学与预防医学类,医学影像学,1071
1077,100306,医学,临床医学与预防医学类,医学检验,1071
1078,100307,医学,临床医学与预防医学类,医学营养学,1071
1079,100308,医学,临床医学与预防医学类,麻醉学,1071
1080,100351,医学,临床医学与预防医学类,学校医学,1071
1081,100352,医学,临床医学与预防医学类,计划生育医学,1071
1082,100353,医学,临床医学与预防医学类,医学影像,1071
1083,100354,医学,临床医学与预防医学类,医学实验技术,1071
1084,100355,医学,临床医学与预防医学类,医学工程技术,1071
1085,100399,医学,临床医学与预防医学类,临床医学与医学技术类其他专业,1071
1086,1004,医学,口腔医学类,,1059
1087,100401,医学,口腔医学类,口腔医学,1086
1088,100451,医学,口腔医学类,口腔防治,1086
1089,100452,医学,口腔医学类,口腔修复,1086
1090,100453,医学,口腔医学类,口腔技术工艺,1086
1091,100499,医学,口腔医学类,口腔医学类其他专业,1086
1092,1005,医学,中医学类,,1059
1093,100501,医学,中医学类,中医学,1092
1094,100502,医学,中医学类,中医五官科学,1092
1095,100503,医学,中医学类,中医骨伤科学,1092
1096,100504,医学,中医学类,中医外科学,1092
1097,505,医学,中医学类,中医养生康复学,1092
1098,100506,医学,中医学类,针灸学,1092
1099,100507,医学,中医学类,推拿学,1092
1100,100508,医学,中医学类,中医文献学,1092
1101,100509,医学,中医学类,蒙医学,1092
1102,100510,医学,中医学类,藏医学,1092
1103,100551,医学,中医学类,中医骨伤,1092
1104,100552,医学,中医学类,针灸推拿,1092
1105,100553,医学,中医学类,维医学,1092
1106,100599,医学,中医学类,中医学类其他专业,1092
1107,1006,医学,法医学类,,1059
1108,100601,医学,法医学类,法医学,1107
1109,100699,医学,法医学类,法医学类其他专业,1107
1110,1007,医学,护理学类,,1059
1111,100701,医学,护理学类,护理学,1110
1112,100751,医学,护理学类,中医护理,1110
1113,100799,医学,护理学类,护理学类其他专业,1110
1114,1008,医学,医学类,,1059
1115,100801,医学,医学类,药学,1114
1116,100802,医学,医学类,药物化学,1114
1117,100803,医学,医学类,药物分析,1114
1118,100804,医学,医学类,药理学,1114
1119,100805,医学,医学类,临床医学,1114
1120,100806,医学,医学类,中药学,1114
1121,100807,医学,医学类,中药检定,1114
1122,100808,医学,医学类,中药药理学,1114
1123,100809,医学,医学类,中药资源,1114
1124,100851,医学,医学类,药品检验,1114
1125,100899,医学,医学类,药学类其他专业,1114
1126,1009,医学,管理类,,1059
1127,100901,医学,管理类,卫生事业管理,1126
1128,100999,医学,管理类,管理类其他专业,1126
